city,locality_standard,location_raw,bhk,bhk_category,total_sqft_clean,sqft_parse_method,size_bucket,bath,balcony,price_lakhs,price_inr,price_per_sqft,area_type,availability_bucket,age_bucket,quality_flag,quality_flag_detail,locality_tier
Bengaluru,Hebbal,Hebbal,3.0,3 BHK,1760.0,plain,1500-2500 sqft,2.0,2.0,130.0,13000000.0,7386.363636363636,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Ambalipura,Ambalipura,3.0,3 BHK,1800.0,plain,1500-2500 sqft,3.0,3.0,110.0,11000000.0,6111.111111111111,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Akshaya Nagar,Akshaya Nagar,2.0,2 BHK,1070.0,plain,1000-1500 sqft,2.0,1.0,54.0,5400000.0,5046.728971962617,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,2nd Stage Nagarbhavi,2nd Stage Nagarbhavi,4.0,4 BHK,1500.0,plain,1500-2500 sqft,4.0,2.0,220.0,22000000.0,14666.666666666666,Plot  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Vidyaranyapura,Vidyaranyapura,2.0,2 BHK,1440.0,plain,1000-1500 sqft,2.0,0.0,95.0,9500000.0,6597.222222222223,Plot  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Amruthahalli,Amruthahalli,2.0,2 BHK,900.0,plain,500-1000 sqft,2.0,1.0,40.0,4000000.0,4444.444444444444,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,ITI Employees Layout,ITI Employees Layout,4.0,4 BHK,1200.0,plain,1000-1500 sqft,4.0,1.0,230.0,23000000.0,19166.666666666668,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Whitefield,Whitefield,2.0,2 BHK,1130.0,plain,1000-1500 sqft,2.0,1.0,42.16,4216000.0,3730.973451327434,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Koramangala,Koramangala,2.0,2 BHK,1320.0,plain,1000-1500 sqft,2.0,1.0,165.0,16500000.0,12500.0,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Kodigehalli,Kodigehalli,2.0,2 BHK,1270.0,plain,1000-1500 sqft,2.0,1.0,98.0,9800000.0,7716.535433070866,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Patelappa Layout,Patelappa Layout,2.0,2 BHK,1200.0,plain,1000-1500 sqft,2.0,1.0,62.0,6200000.0,5166.666666666667,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Ring Road Nagarbhavi,Ring Road Nagarbhavi,4.0,4 BHK,4800.0,plain,2500+ sqft,4.0,,235.0,23500000.0,4895.833333333333,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,NS Palya,NS Palya,2.0,2 BHK,1200.0,plain,1000-1500 sqft,2.0,1.0,74.0,7400000.0,6166.666666666667,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Subramanyapura,Subramanyapura,2.0,2 BHK,929.0,plain,500-1000 sqft,2.0,0.0,50.17,5017000.0,5400.4305705059205,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,RMV 2nd Stage,RMV 2nd Stage,4.0,4 BHK,1150.0,plain,1000-1500 sqft,4.0,2.0,260.0,26000000.0,22608.695652173912,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Basavangudi,Basavangudi,4.0,4 BHK,1125.0,plain,1000-1500 sqft,4.0,3.0,180.0,18000000.0,16000.0,Plot  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Kenchenahalli,Kenchenahalli,5.0,5+ BHK,500.0,plain,500-1000 sqft,3.0,2.0,65.0,6500000.0,13000.0,Plot  Area,Ready to move,Not available in source data,Suspicious,Suspicious:sqft_per_bhk_below_150,Tier 2 - Mid-market
Bengaluru,3rd Block Hrbr Layout,3rd Block Hrbr Layout,5.0,5+ BHK,1200.0,plain,1000-1500 sqft,5.0,2.0,190.0,19000000.0,15833.333333333334,Plot  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,KUDLU MAIN ROAD,KUDLU MAIN ROAD,3.0,3 BHK,1464.0,plain,1000-1500 sqft,3.0,2.0,56.0,5600000.0,3825.136612021858,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,7th Phase JP Nagar,7th Phase JP Nagar,4.0,4 BHK,3600.0,plain,2500+ sqft,4.0,3.0,400.0,40000000.0,11111.111111111111,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Bank Avenue,Bank Avenue,4.0,4 BHK,2000.0,plain,1500-2500 sqft,4.0,2.0,99.0,9900000.0,4950.0,Plot  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Chikkalasandra,Chikkalasandra,2.0,2 BHK,1208.0,plain,1000-1500 sqft,2.0,1.0,49.0,4900000.0,4056.291390728477,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Hebbal Kempapura,Hebbal Kempapura,2.0,2 BHK,1130.0,plain,1000-1500 sqft,2.0,2.0,60.0,6000000.0,5309.734513274337,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Surabhi Layout,Surabhi Layout,3.0,3 BHK,1753.0,plain,1500-2500 sqft,3.0,2.0,120.0,12000000.0,6845.407872219053,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Old Madras Road,Old Madras Road,5.0,5+ BHK,4500.0,plain,2500+ sqft,7.0,3.0,337.0,33700000.0,7488.888888888889,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Banjara Layout,Banjara Layout,3.0,3 BHK,600.0,plain,500-1000 sqft,3.0,2.0,58.0,5800000.0,9666.666666666666,Plot  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Hoodi,Hoodi,2.0,2 BHK,1196.0,plain,1000-1500 sqft,2.0,2.0,94.42,9442000.0,7894.648829431439,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,5th Phase JP Nagar,5th Phase JP Nagar,2.0,2 BHK,1150.0,plain,1000-1500 sqft,3.0,3.0,52.5,5250000.0,4565.217391304348,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Electronic City,Electronic City,2.0,2 BHK,1128.0,plain,1000-1500 sqft,2.0,1.0,63.0,6300000.0,5585.106382978724,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Omkar Nagar,Omkar Nagar,2.0,2 BHK,1000.0,plain,1000-1500 sqft,2.0,1.0,53.0,5300000.0,5300.0,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Yelahanka,Yelahanka,2.0,2 BHK,1035.0,plain,1000-1500 sqft,2.0,1.0,45.0,4500000.0,4347.826086956522,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Kereguddadahalli,Kereguddadahalli,2.0,2 BHK,950.0,plain,500-1000 sqft,2.0,1.0,32.0,3200000.0,3368.4210526315787,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Bisuvanahalli,Bisuvanahalli,3.0,3 BHK,1075.0,plain,1000-1500 sqft,2.0,1.0,36.0,3600000.0,3348.8372093023254,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Whitefield,Whitefield,2.0,2 BHK,1040.0,plain,1000-1500 sqft,2.0,1.0,48.5,4850000.0,4663.461538461538,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Maragondanahalli,Maragondanahalli,2.0,2 BHK,720.0,plain,500-1000 sqft,2.0,1.0,45.0,4500000.0,6250.0,Plot  Area,Under construction,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Lingadheeranahalli,Lingadheeranahalli,3.0,3 BHK,1511.0,plain,1500-2500 sqft,3.0,1.0,95.0,9500000.0,6287.22700198544,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Silk Board,Silk Board,3.0,3 BHK,1300.0,plain,1000-1500 sqft,3.0,1.0,58.0,5800000.0,4461.538461538462,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Hoodi,Hoodi,3.0,3 BHK,1545.0,plain,1500-2500 sqft,3.0,1.0,68.75,6875000.0,4449.838187702266,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Shampura,Shampura,1.0,1 BHK,375.0,plain,<500 sqft,2.0,0.0,26.0,2600000.0,6933.333333333333,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Vidyaranyapura,Vidyaranyapura,2.0,2 BHK,1062.0,plain,1000-1500 sqft,2.0,3.0,38.0,3800000.0,3578.154425612053,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Kada Agrahara,Kada Agrahara,2.0,2 BHK,1115.0,plain,1000-1500 sqft,2.0,1.0,40.0,4000000.0,3587.4439461883408,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,JP Nagar,JP Nagar,2.0,2 BHK,1000.0,plain,1000-1500 sqft,2.0,1.0,35.0,3500000.0,3500.0,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Kambipura,Kambipura,2.0,2 BHK,883.0,plain,500-1000 sqft,2.0,1.0,45.0,4500000.0,5096.262740656852,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Sarjapur  Road,Sarjapur  Road,2.0,2 BHK,1195.0,plain,1000-1500 sqft,2.0,1.0,70.0,7000000.0,5857.740585774059,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,BHEL Layout,BHEL Layout,4.0,4 BHK,1200.0,plain,1000-1500 sqft,3.0,1.0,165.0,16500000.0,13750.0,Plot  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Medahalli,Medahalli,1.0,1 BHK,700.0,plain,500-1000 sqft,1.0,0.0,41.0,4100000.0,5857.142857142857,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Vittasandra,Vittasandra,2.0,2 BHK,1246.0,plain,1000-1500 sqft,2.0,1.0,67.0,6700000.0,5377.2070626003215,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,8th Phase JP Nagar,8th Phase JP Nagar,4.0,4 BHK,660.0,plain,500-1000 sqft,4.0,2.0,90.0,9000000.0,13636.363636363636,Plot  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Banashankari Stage III,Banashankari Stage III,4.0,4 BHK,8500.0,plain,2500+ sqft,4.0,2.0,145.0,14500000.0,1705.8823529411766,Plot  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Kashi Nagar,Kashi Nagar,4.0,4 BHK,1600.0,plain,1500-2500 sqft,4.0,1.0,80.0,8000000.0,5000.0,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Haralur Road,Haralur Road,4.0,4 BHK,2805.0,plain,2500+ sqft,5.0,3.0,154.0,15400000.0,5490.196078431372,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Begur Road,Begur Road,3.0,3 BHK,1584.0,plain,1500-2500 sqft,3.0,,65.0,6500000.0,4103.535353535353,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Sector 7 HSR Layout,Sector 7 HSR Layout,4.0,4 BHK,3000.0,plain,2500+ sqft,5.0,1.0,275.0,27500000.0,9166.666666666666,Plot  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Hosur Road,Hosur Road,3.0,3 BHK,1175.0,plain,1000-1500 sqft,2.0,2.0,48.0,4800000.0,4085.1063829787236,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,"Yemlur, Old Airport Road,","Yemlur, Old Airport Road,",3.0,3 BHK,1595.0,plain,1500-2500 sqft,3.0,2.0,115.0,11500000.0,7210.031347962383,Built-up  Area,Under construction,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,VHBCS Layout,VHBCS Layout,2.0,2 BHK,1353.0,plain,1000-1500 sqft,2.0,2.0,110.0,11000000.0,8130.081300813008,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Electronic City,Electronic City,3.0,3 BHK,1599.0,plain,1500-2500 sqft,3.0,2.0,125.0,12500000.0,7817.385866166354,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Whitefield,Whitefield,2.0,2 BHK,1150.0,plain,1000-1500 sqft,2.0,1.0,70.0,7000000.0,6086.95652173913,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Jakkur,Jakkur,4.0,4 BHK,5230.0,plain,2500+ sqft,6.0,1.0,465.0,46500000.0,8891.013384321224,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,KR Puram,KR Puram,2.0,2 BHK,1155.0,plain,1000-1500 sqft,2.0,2.0,42.74,4274000.0,3700.4329004329006,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Ittamadu,Ittamadu,1.0,1 BHK,1200.0,plain,1000-1500 sqft,2.0,0.0,85.0,8500000.0,7083.333333333333,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Electronic City Phase II,Electronic City Phase II,2.0,2 BHK,1000.0,plain,1000-1500 sqft,2.0,1.0,25.0,2500000.0,2500.0,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Thanisandra,Thanisandra,4.0,4 BHK,3000.0,plain,2500+ sqft,4.0,,120.0,12000000.0,4000.0,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Rajiv Nagar,Rajiv Nagar,3.0,3 BHK,1867.0,plain,1500-2500 sqft,3.0,1.0,160.0,16000000.0,8569.89823245849,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Ramagondanahalli,Ramagondanahalli,2.0,2 BHK,1251.0,plain,1000-1500 sqft,2.0,1.0,47.0,4700000.0,3756.994404476419,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Gattahalli,Gattahalli,2.0,2 BHK,1028.0,plain,1000-1500 sqft,2.0,1.0,45.5,4550000.0,4426.070038910506,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Arekere,Arekere,2.0,2 BHK,1222.0,plain,1000-1500 sqft,2.0,2.0,45.0,4500000.0,3682.4877250409168,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Bannerghatta Road,Bannerghatta Road,3.0,3 BHK,1170.0,plain,1000-1500 sqft,2.0,1.0,66.0,6600000.0,5641.025641025641,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Hebbal,Hebbal,3.0,3 BHK,2400.0,plain,1500-2500 sqft,4.0,1.0,245.0,24500000.0,10208.333333333334,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Ramanjaneyanagar,Ramanjaneyanagar,3.0,3 BHK,1385.0,plain,1000-1500 sqft,2.0,2.0,48.48,4848000.0,3500.361010830325,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,HSR Layout,HSR Layout,2.0,2 BHK,1372.0,plain,1000-1500 sqft,2.0,1.0,68.0,6800000.0,4956.268221574344,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Magadi Road,Magadi Road,3.0,3 BHK,1282.0,plain,1000-1500 sqft,2.0,2.0,49.0,4900000.0,3822.1528861154447,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Mico Layout,Mico Layout,9.0,5+ BHK,5000.0,plain,2500+ sqft,9.0,3.0,210.0,21000000.0,4200.0,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,7th Block Jayanagar,7th Block Jayanagar,5.0,5+ BHK,3000.0,plain,2500+ sqft,3.0,1.0,528.0,52800000.0,17600.0,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Kanakpura Road,Kanakpura Road,2.0,2 BHK,1135.0,plain,1000-1500 sqft,2.0,1.0,39.73,3972999.9999999995,3500.440528634361,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Whitefield,Whitefield,3.0,3 BHK,1768.0,plain,1500-2500 sqft,3.0,2.0,101.0,10100000.0,5712.669683257918,Built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Byatarayanapura,Byatarayanapura,3.0,3 BHK,1325.0,plain,1000-1500 sqft,2.0,1.0,90.0,9000000.0,6792.452830188679,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Electronic City,Electronic City,3.0,3 BHK,1599.0,plain,1500-2500 sqft,3.0,2.0,99.0,9900000.0,6191.369606003753,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Whitefield,Whitefield,3.0,3 BHK,1500.0,plain,1500-2500 sqft,3.0,1.0,61.95,6195000.0,4130.0,Plot  Area,Under construction,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,2nd Phase JP Nagar,2nd Phase JP Nagar,3.0,3 BHK,2610.0,plain,2500+ sqft,3.0,0.0,499.0,49900000.0,19118.773946360154,Plot  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Uttarahalli,Uttarahalli,2.0,2 BHK,1286.0,plain,1000-1500 sqft,2.0,2.0,63.0,6300000.0,4898.9113530326595,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Kammanahalli,Kammanahalli,5.0,5+ BHK,2845.0,plain,2500+ sqft,5.0,1.0,140.0,14000000.0,4920.91388400703,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,K G Colony,K G Colony,3.0,3 BHK,1600.0,plain,1500-2500 sqft,2.0,,50.0,5000000.0,3125.0,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Hennur Road,Hennur Road,2.0,2 BHK,1317.5,range_midpoint,1000-1500 sqft,2.0,0.0,63.77,6377000.0,4840.2277039848195,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Hebbal,Hebbal,3.0,3 BHK,3450.0,plain,2500+ sqft,5.0,2.0,260.0,26000000.0,7536.231884057971,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Munnekollal,Munnekollal,2.0,2 BHK,1102.0,plain,1000-1500 sqft,2.0,2.0,53.67,5367000.0,4870.235934664247,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Yelahanka,Yelahanka,2.0,2 BHK,1350.0,plain,1000-1500 sqft,2.0,2.0,54.0,5400000.0,4000.0,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Banashankari,Banashankari,3.0,3 BHK,1200.0,plain,1000-1500 sqft,2.0,2.0,42.0,4200000.0,3500.0,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Hosa Road,Hosa Road,6.0,5+ BHK,1300.0,plain,1000-1500 sqft,6.0,0.0,145.0,14500000.0,11153.846153846154,Plot  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Herohalli,Herohalli,2.0,2 BHK,1800.0,plain,1500-2500 sqft,1.0,1.0,80.0,8000000.0,4444.444444444444,Plot  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Chikkabanavar,Chikkabanavar,2.0,2 BHK,950.0,plain,500-1000 sqft,2.0,1.0,40.0,4000000.0,4210.526315789473,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Kanakpura Road,Kanakpura Road,1.0,1 BHK,525.0,plain,500-1000 sqft,1.0,1.0,27.25,2725000.0,5190.476190476191,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Attibele,Attibele,2.0,2 BHK,656.0,plain,500-1000 sqft,2.0,1.0,25.0,2500000.0,3810.9756097560976,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Marathahalli,Marathahalli,4.0,4 BHK,1780.0,plain,1500-2500 sqft,4.0,3.0,175.0,17500000.0,9831.460674157302,Plot  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,3rd Block Hrbr Layout,3rd Block Hrbr Layout,2.0,2 BHK,1056.0,plain,1000-1500 sqft,2.0,1.0,80.0,8000000.0,7575.757575757576,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Bannerghatta Road,Bannerghatta Road,1.0,1 BHK,595.0,plain,500-1000 sqft,1.0,1.0,33.32,3332000.0,5600.0,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Ittamadu,Ittamadu,2.0,2 BHK,1080.0,plain,1000-1500 sqft,2.0,2.0,50.0,5000000.0,4629.62962962963,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,7th Phase JP Nagar,7th Phase JP Nagar,3.0,3 BHK,2225.0,plain,1500-2500 sqft,3.0,1.0,160.0,16000000.0,7191.011235955056,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Bommasandra,Bommasandra,2.0,2 BHK,1126.0,plain,1000-1500 sqft,2.0,1.0,28.15,2815000.0,2500.0,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Electronics City Phase 1,Electronics City Phase 1,3.0,3 BHK,1490.0,plain,1000-1500 sqft,3.0,1.0,84.0,8400000.0,5637.583892617449,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,HRBR Layout,HRBR Layout,4.0,4 BHK,2000.0,plain,1500-2500 sqft,4.0,1.0,300.0,30000000.0,15000.0,Plot  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Sarjapur  Road,Sarjapur  Road,3.0,3 BHK,1550.0,plain,1500-2500 sqft,3.0,3.0,100.0,10000000.0,6451.612903225807,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Unknown,Unknown,3.0,3 BHK,1600.0,plain,1500-2500 sqft,3.0,2.0,86.0,8600000.0,5375.0,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Ashwini layout,Ashwini layout,2.0,2 BHK,1160.0,plain,1000-1500 sqft,2.0,1.0,55.0,5500000.0,4741.379310344828,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Whitefield,Whitefield,4.0,4 BHK,4144.0,plain,2500+ sqft,4.0,3.0,315.0,31500000.0,7601.351351351352,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Sarjapur  Road,Sarjapur  Road,3.0,3 BHK,2100.0,plain,1500-2500 sqft,3.0,2.0,125.0,12500000.0,5952.380952380952,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Vittasandra,Vittasandra,2.0,2 BHK,1404.0,plain,1000-1500 sqft,2.0,1.0,69.3,6930000.0,4935.897435897436,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Sarjapur  Road,Sarjapur  Road,4.0,4 BHK,2230.0,plain,1500-2500 sqft,4.0,3.0,225.0,22500000.0,10089.686098654709,Plot  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Marathalli bridge,Marathalli bridge,3.0,3 BHK,1544.0,plain,1500-2500 sqft,3.0,,120.0,12000000.0,7772.020725388601,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Banashankari Stage III,Banashankari Stage III,3.0,3 BHK,1305.0,plain,1000-1500 sqft,2.0,1.0,58.7,5870000.0,4498.08429118774,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Marathahalli,Marathahalli,2.0,2 BHK,1230.0,plain,1000-1500 sqft,2.0,2.0,80.0,8000000.0,6504.065040650406,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,T.C PALYA,T.C PALYA,2.0,2 BHK,1200.0,plain,1000-1500 sqft,2.0,0.0,65.0,6500000.0,5416.666666666667,Plot  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Harlur,Harlur,3.0,3 BHK,1460.0,plain,1000-1500 sqft,3.0,1.0,73.0,7300000.0,5000.0,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Sarjapur  Road,Sarjapur  Road,,Unknown,1800.0,range_midpoint,1500-2500 sqft,,,34.185,3418500.0,1899.1666666666667,Plot  Area,Under construction,Not available in source data,Invalid,Invalid,Tier 2 - Mid-market
Bengaluru,Gottigere,Gottigere,2.0,2 BHK,967.0,plain,500-1000 sqft,2.0,3.0,45.0,4500000.0,4653.567735263702,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Byatarayanapura,Byatarayanapura,1.0,1 BHK,540.0,plain,500-1000 sqft,1.0,1.0,36.0,3600000.0,6666.666666666667,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Hormavu,Hormavu,1.0,1 BHK,715.0,plain,500-1000 sqft,1.0,2.0,46.0,4600000.0,6433.566433566433,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 3 - Value
